"","CCLE.PRISM","CCLE.CTRPv2","GDSC_v1","GDSC_v2","GRAY","UHNBreast","gCSI"
"1,2-Dipalmitoyl-sn-glycero-3-phosphocholine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Colistin B sulfate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Combretastatin A4",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Costunolide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"CP-673451",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Otenabant",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-Acetamido-N-tert-butylbenzamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"CPP",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"CR8-(R)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Creatine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Crenolanib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"(S)-Crizotinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Levcromakalim",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gentian violet cation",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1-[1-(1-Benzothiophen-2-yl)cyclohexyl]piperidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fimepinostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"CYC-116",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ancitabine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cycloheximide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cyqualon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cyclovirobuxin-d",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cyproheptadine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cyproterone acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cyromazine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lexibulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cytochlor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"CK1 Inhibitor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"(5-Methoxy-1H-indol-2-yl)-phenylmethanone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"D-7193",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"D-Serine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Daclatasvir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dalcetrapib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Danazol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Danusertib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dapivirine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Darapladib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Darifenacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Daunorubicin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dcebio",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Defactinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Deferasirox",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Deflazacort",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ridaforolimus",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dehydrocholic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Delanzomib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Demecarium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Deoxycorticosterone acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dequalinium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Desonide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Desoxycortone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dexamethasone acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dexrazoxane",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dianhydrogalactitol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Diaveridine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6-diazo-5-oxo-L-norleucine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dichlorisone acetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dichloroacetate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dichlorvos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Diclazuril",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dicyclomine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dienogest",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Difluprednate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Digitoxigenin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Digitoxin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Digoxigenin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Digoxin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"dihydroartemisinin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dihydroergocristine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dihydromyricetin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dimethisoquin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dioscin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Diphemanil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Diphenyleneiodonium",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dirithromycin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"DMH1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dofetilide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dolastatin 10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dolutegravir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Domiphen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Domperidone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dorzolamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dovitinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Doxercalciferol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Doxifluridine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Doxycycline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"DPI-201106",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dronedarone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Drospirenone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Arg-gly-asp-ser",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Noopept",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"E-7449",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ebastine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ecamsule-triethanolamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Echinomycin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Efonidipine-Monoethanolate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Elacridar",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eltrombopag",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"EMD-53998",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Emetine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"IWR-1-endo",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ENMD-2076",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Enocitabine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Enoximone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Enzalutamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Epiandrosterone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Epinastine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Epinephrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eplerenone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Epothilone A",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Epothilone D",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eprinex",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eprobemide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eprosartan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eptifibatide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Equol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ER-27319",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ercalcitriol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Erdafitinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Erteberel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Erythritol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Estradiol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Estradiol benzoate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Estradiol cypionate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Estramustine phosphate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Estrone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ethacridine lactate monohydrate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ethinyl estradiol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Etofylline clofibrate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Evacetrapib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Evodiamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NF-kB Activation Inhibitor",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Exatecan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Exemestane",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Famciclovir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"famotidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Favipiravir",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5-Fluoro-2-Deoxycytidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Felbamate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fenaclon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fenbendazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fendiline",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fenofibrate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fenoprofen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fenretinide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Unii-9fut9FH3EX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fexinidazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Roxadustat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Filgotinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Finafloxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(4-Acetyl-2-(2,4-difluorophenoxy)phenyl)methanesulfonamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FK-888",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fleroxacin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FLI-06",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Florfenicol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flubendazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fludarabine phosphate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flurandrenolide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flufenamic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flumatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flumethasone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flumethasone pivalate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fluocinolone acetonide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fluorometholone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"fluoromethylcholine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fluroxene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Flutamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fluticasone propionate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Formestane",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Forodesine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Forskolin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fosbretabulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Foscarnet",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FPH1-(BRD-6125)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FR-122047",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"FR-139317",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Frentizole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tegafur",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fudosteine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"G-1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Galeterone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gambogic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"gamma-Aminobutyric acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ganetespib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gastrodin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gdc-0152",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gdc-0349",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Genipin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Genz-644282",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gestrinone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GGTI-298",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gidazepam",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gilteritinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gimeracil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ginkgolide-A",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Givinostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"golgicide-a",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Golvatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GS-39783",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GSK1292263",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GSK-1838705A",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GSK256066",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GSK2656157",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GSK2830371",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3-Phenyl-1H-benzofuro[3,2-c]pyrazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Guanidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GW-3965",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Endurobol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GW-583340",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GW-788388",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GW-842166",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"GZD824",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HA14-1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Halcinonide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Halobetasol propionate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Halofantrine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"halofuginone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Harringtonine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hesperadin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hexachlorophene",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hexaminolevulinate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hexylresorcinol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hmn-214",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Homoquinolinic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Homosalate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hydrocortisone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"hydroxytacrine-maleate-(r,s)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hydroxyurea",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hyodeoxycholic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hyoscyamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hypericin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hypoestoxide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"I-BET-151",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ibutilide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ICG-001",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ICI-162846",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Icotinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Idarubicin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Idasanutlin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Idazoxan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Idoxuridine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"IDRA-21",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Idronoxil",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"N-(1-Adamantylmethyl)-1,5-pentanediamine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Imidapril",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Imiloxan",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Imiquimod",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Capmatinib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Indibulin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Indiplon",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Indirubin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Indoprofen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ingenol mebutate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"INH1",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Inosine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Iobenguane",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Iodipamide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4-Iododexetimide",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"IOWH032",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Iproniazid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ipsapirone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isoetharine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isofloxythepin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isoflupredone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isometheptene-mucate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isopropyl myristate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Isoxsuprine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ivermectin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ixazomib-citrate",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JIB04",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JK-184",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JNJ-16259685",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Quisinostat",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JNJ-7706621",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Josamycin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JQ1-(+)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jtc-801",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JTE-607",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JZL-184",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"K-858",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"K-Ras(G12C)-inhibitor-6",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Strophanthidin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5-(Tetradecyloxy)-2-furoic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"KD025",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kenpaullone",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xolegel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ketoprofen",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"KF-38789",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"KI-16425",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kifunensine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2'-Deoxy-5,6-dihydro-5-azacytidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"KPT-276",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"KW-2478 free base",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"KY02111",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kynurenic acid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"L-798,106",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lactitol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lafutidine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lanatoside C",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lanoconazole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lappaconitine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lasalocid",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Latanoprost",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Latrepirdine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LB42708",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LDN-212854",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LDN-57444",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lerisetron",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Letrozole",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Leucovorin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Levobunolol",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Levocarnitine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Levocetirizine",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Levonorgestrel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Encorafenib",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
